,id,form_id,name,form,alias,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
0931-001,931,1,イキリンコ,ブルーフェザー,イキリンコ(ブルー),インコポケモン,2.4,0.6,ノーマル,ひこう,いかく,はりきり,こんじょう,9,82,96,51,45,51,92
0931-002,931,2,イキリンコ,イエローフェザー,イキリンコ(イエロー),インコポケモン,2.4,0.6,ノーマル,ひこう,いかく,はりきり,ちからずく,9,82,96,51,45,51,92
0931-003,931,3,イキリンコ,ホワイトフェザー,イキリンコ(ホワイト),インコポケモン,2.4,0.6,ノーマル,ひこう,いかく,はりきり,ちからずく,9,82,96,51,45,51,92
0932-000,932,0,コジオ,,コジオ,がんえんポケモン,16.0,0.4,いわ,,きよめのしお,がんじょう,クリアボディ,9,55,55,75,35,35,25
0933-000,933,0,ジオヅム,,ジオヅム,がんえんポケモン,105.0,0.6,いわ,,きよめのしお,がんじょう,クリアボディ,9,60,60,100,35,65,35
0934-000,934,0,キョジオーン,,キョジオーン,がんえんポケモン,240.0,2.3,いわ,,きよめのしお,がんじょう,クリアボディ,9,100,100,130,45,90,35
0935-000,935,0,カルボウ,,カルボウ,ひのこポケモン,10.5,0.6,ほのお,,もらいび,ほのおのからだ,,9,40,50,40,50,40,35
0936-000,936,0,グレンアルマ,,グレンアルマ,ひのせんしポケモン,85.0,1.5,ほのお,エスパー,もらいび,くだけるよろい,,9,85,60,100,125,80,75
0937-000,937,0,ソウブレイズ,,ソウブレイズ,ひのけんしポケモン,62.0,1.6,ほのお,ゴースト,もらいび,くだけるよろい,,9,75,125,80,60,100,85
0938-000,938,0,ズピカ,,ズピカ,でんきおたまポケモン,0.4,0.3,でんき,,マイペース,せいでんき,しめりけ,9,61,31,41,59,35,45
0939-000,939,0,ハラバリー,,ハラバリー,でんきがえるポケモン,113.0,1.2,でんき,,でんきにかえる,せいでんき,しめりけ,9,109,64,91,103,83,45
0940-000,940,0,カイデン,,カイデン,うみつばめポケモン,3.6,0.4,でんき,ひこう,ふうりょくでんき,ちくでん,かちき,9,40,40,35,55,40,70
0941-000,941,0,タイカイデン,,タイカイデン,ぐんかんどりポケモン,38.6,1.4,でんき,ひこう,ふうりょくでんき,ちくでん,かちき,9,70,70,60,105,60,125
0942-000,942,0,オラチフ,,オラチフ,わかぞうポケモン,16.0,0.5,あく,,いかく,にげあし,はりこみ,9,60,78,60,40,51,51
0943-000,943,0,マフィティフ,,マフィティフ,おやぶんポケモン,61.0,1.1,あく,,いかく,ばんけん,はりこみ,9,80,120,90,60,70,85
0944-000,944,0,シルシュルー,,シルシュルー,どくねずみポケモン,0.7,0.2,どく,ノーマル,かるわざ,わるいてぐせ,いたずらごころ,9,40,65,35,40,35,75
0945-000,945,0,タギングル,,タギングル,どくざるポケモン,27.2,0.7,どく,ノーマル,かるわざ,どくしゅ,いたずらごころ,9,63,95,65,80,72,110
0946-000,946,0,アノクサ,,アノクサ,ころがりぐさポケモン,0.6,0.6,くさ,ゴースト,かぜのり,すりぬけ,,9,40,65,30,45,35,60
0947-000,947,0,アノホラグサ,,アノホラグサ,ころがりぐさポケモン,6.0,1.2,くさ,ゴースト,かぜのり,すりぬけ,,9,55,115,70,80,70,90
0948-000,948,0,ノノクラゲ,,ノノクラゲ,きくらげポケモン,33.0,0.9,じめん,くさ,きんしのちから,,,9,40,40,35,50,100,70
0949-000,949,0,リククラゲ,,リククラゲ,きくらげポケモン,58.0,1.9,じめん,くさ,きんしのちから,,,9,80,70,65,80,120,100
0950-000,950,0,ガケガニ,,ガケガニ,まちぶせポケモン,79.0,1.3,いわ,,いかりのこうら,シェルアーマー,さいせいりょく,9,70,100,115,35,55,75
0951-000,951,0,カプサイジ,,カプサイジ,ハバネロポケモン,3.0,0.3,くさ,,ようりょくそ,ふみん,ぶきよう,9,50,62,40,62,40,50
0952-000,952,0,スコヴィラン,,スコヴィラン,ハバネロポケモン,15.0,0.9,くさ,ほのお,ようりょくそ,ふみん,ムラっけ,9,65,108,65,108,65,75
0953-000,953,0,シガロコ,,シガロコ,ころがしポケモン,1.0,0.2,むし,,ふくがん,だっぴ,,9,41,50,60,31,58,30
0954-000,954,0,ベラカス,,ベラカス,ころがしポケモン,3.5,0.3,むし,エスパー,シンクロ,テレパシー,,9,75,50,85,115,100,45
0955-000,955,0,ヒラヒナ,,ヒラヒナ,フリルポケモン,1.5,0.2,エスパー,,きけんよち,おみとおし,かそく,9,30,35,30,55,30,75
0956-000,956,0,クエスパトラ,,クエスパトラ,ダチョウポケモン,90.0,1.9,エスパー,,びんじょう,おみとおし,かそく,9,95,60,60,101,60,105
0957-000,957,0,カヌチャン,,カヌチャン,かなうちポケモン,8.9,0.4,フェアリー,はがね,かたやぶり,マイペース,わるいてぐせ,9,50,45,45,35,64,58
0958-000,958,0,ナカヌチャン,,ナカヌチャン,ハンマーポケモン,59.1,0.7,フェアリー,はがね,かたやぶり,マイペース,わるいてぐせ,9,65,55,55,45,82,78
0959-000,959,0,デカヌチャン,,デカヌチャン,ハンマーポケモン,112.8,0.7,フェアリー,はがね,かたやぶり,マイペース,わるいてぐせ,9,85,75,77,70,105,94
0960-000,960,0,ウミディグダ,,ウミディグダ,あなごポケモン,1.8,1.2,みず,,ぬめぬめ,びびり,すながくれ,9,10,55,25,35,25,95
0961-000,961,0,ウミトリオ,,ウミトリオ,あなごポケモン,5.4,1.2,みず,,ぬめぬめ,びびり,すながくれ,9,35,100,50,50,70,120
0962-000,962,0,オトシドリ,,オトシドリ,おとしものポケモン,42.9,1.5,ひこう,あく,はとむね,するどいめ,いわはこび,9,70,103,85,60,85,82
0963-000,963,0,ナミイルカ,,ナミイルカ,イルカポケモン,60.2,1.3,みず,,みずのベール,,,9,70,45,40,45,40,75
0964-000,964,0,イルカマン,ナイーブフォルム,イルカマン(ナイーブ),イルカポケモン,60.2,1.3,みず,,マイティチェンジ,,,9,100,70,72,53,62,100
0964-001,964,1,イルカマン,マイティフォルム,イルカマン(マイティ),ヒーローポケモン,97.4,1.8,みず,,マイティチェンジ,,,9,100,160,97,106,87,100
0965-000,965,0,ブロロン,,ブロロン,たんきとうポケモン,35.0,1.0,はがね,どく,ぼうじん,スロースタート,,9,45,70,63,30,45,47
0966-000,966,0,ブロロローム,,ブロロローム,たきとうポケモン,120.0,1.8,はがね,どく,ぼうじん,フィルター,,9,80,119,90,54,67,90
0967-000,967,0,モトトカゲ,,モトトカゲ,ライドポケモン,63.0,1.6,ドラゴン,ノーマル,だっぴ,さいせいりょく,,9,70,95,65,85,65,121
0968-000,968,0,ミミズズ,,ミミズズ,ミミズポケモン,310.0,2.5,はがね,,どしょく,すながくれ,,9,70,85,145,60,55,65
0969-000,969,0,キラーメ,,キラーメ,こうせきポケモン,8.0,0.7,いわ,どく,どくげしょう,ふしょく,,9,48,35,42,105,60,60
0970-000,970,0,キラフロル,,キラフロル,こうせきポケモン,45.0,1.5,いわ,どく,どくげしょう,ふしょく,,9,83,55,90,130,81,86
0971-000,971,0,ボチ,,ボチ,おばけいぬポケモン,35.0,0.6,ゴースト,,ものひろい,もふもふ,,9,50,61,60,30,55,34
0972-000,972,0,ハカドッグ,,ハカドッグ,おばけいぬポケモン,15.0,2.0,ゴースト,,すなかき,もふもふ,,9,72,101,100,50,97,68
0973-000,973,0,カラミンゴ,,カラミンゴ,シンクロポケモン,37.0,1.6,ひこう,かくとう,きもったま,ちどりあし,きょうえん,9,82,115,74,75,64,90
0974-000,974,0,アルクジラ,,アルクジラ,りくくじらポケモン,45.0,1.2,こおり,,あついしぼう,ゆきがくれ,ちからずく,9,108,68,45,30,40,43
0975-000,975,0,ハルクジラ,,ハルクジラ,りくくじらポケモン,700.0,4.5,こおり,,あついしぼう,ゆきかき,ちからずく,9,170,113,65,45,55,73
0976-000,976,0,ミガルーサ,,ミガルーサ,きりはなしポケモン,90.0,2.5,みず,エスパー,かたやぶり,きれあじ,,9,90,102,73,78,65,70
0977-000,977,0,ヘイラッシャ,,ヘイラッシャ,おおなまずポケモン,220.0,12.0,みず,,てんねん,どんかん,みずのベール,9,150,100,115,65,65,35
0978-000,978,0,シャリタツ,そったすがた,シャリタツ(そっ),ぎたいポケモン,8.0,0.3,ドラゴン,みず,しれいとう,よびみず,,9,68,50,60,120,95,82
0978-001,978,1,シャリタツ,たれたすがた,シャリタツ(たれ),ぎたいポケモン,8.0,0.3,ドラゴン,みず,しれいとう,よびみず,,9,68,50,60,120,95,82
0978-002,978,2,シャリタツ,のびたすがた,シャリタツ(のび),ぎたいポケモン,8.0,0.3,ドラゴン,みず,しれいとう,よびみず,,9,68,50,60,120,95,82
0979-000,979,0,コノヨザル,,コノヨザル,ふんどざるポケモン,56.0,1.2,かくとう,ゴースト,やるき,せいしんりょく,まけんき,9,110,115,80,50,90,90
0980-000,980,0,ドオー,,ドオー,とげうおポケモン,223.0,1.8,どく,じめん,どくのトゲ,ちょすい,てんねん,9,130,75,60,45,100,20
0981-000,981,0,リキキリン,,リキキリン,くびながポケモン,160.0,3.2,ノーマル,エスパー,はんすう,テイルアーマー,そうしょく,9,120,90,70,110,70,60
0982-000,982,0,ノココッチ,,ノココッチ,つちへびポケモン,39.2,3.6,ノーマル,,てんのめぐみ,にげあし,びびり,9,125,100,80,85,75,55
0983-000,983,0,ドドゲザン,,ドドゲザン,だいとうポケモン,120.0,2.0,あく,はがね,まけんき,そうだいしょう,プレッシャー,9,100,135,120,60,85,50
0984-000,984,0,イダイナキバ,,イダイナキバ,パラドックスポケモン,320.0,2.2,じめん,かくとう,こだいかっせい,,,9,115,131,131,53,53,87
0985-000,985,0,サケブシッポ,,サケブシッポ,パラドックスポケモン,8.0,1.2,フェアリー,エスパー,こだいかっせい,,,9,115,65,99,65,115,111
0986-000,986,0,アラブルタケ,,アラブルタケ,パラドックスポケモン,21.0,1.2,くさ,あく,こだいかっせい,,,9,111,127,99,79,99,55
0987-000,987,0,ハバタクカミ,,ハバタクカミ,パラドックスポケモン,4.0,1.4,ゴースト,フェアリー,こだいかっせい,,,9,55,55,55,135,135,135
0988-000,988,0,チヲハウハネ,,チヲハウハネ,パラドックスポケモン,92.0,3.2,むし,かくとう,こだいかっせい,,,9,85,135,79,85,105,81
0989-000,989,0,スナノケガワ,,スナノケガワ,パラドックスポケモン,60.0,2.3,でんき,じめん,こだいかっせい,,,9,85,81,97,121,85,101
0990-000,990,0,テツノワダチ,,テツノワダチ,パラドックスポケモン,240.0,0.9,じめん,はがね,クォークチャージ,,,9,90,112,120,72,70,106
0991-000,991,0,テツノツツミ,,テツノツツミ,パラドックスポケモン,11.0,0.6,こおり,みず,クォークチャージ,,,9,56,80,114,124,60,136
0992-000,992,0,テツノカイナ,,テツノカイナ,パラドックスポケモン,380.7,1.8,かくとう,でんき,クォークチャージ,,,9,154,140,108,50,68,50
0993-000,993,0,テツノコウベ,,テツノコウベ,パラドックスポケモン,111.0,1.3,あく,ひこう,クォークチャージ,,,9,94,80,86,122,80,108
0994-000,994,0,テツノドクガ,,テツノドクガ,パラドックスポケモン,36.0,1.2,ほのお,どく,クォークチャージ,,,9,80,70,60,140,110,110
0995-000,995,0,テツノイバラ,,テツノイバラ,パラドックスポケモン,303.0,1.6,いわ,でんき,クォークチャージ,,,9,100,134,110,70,84,72
0996-000,996,0,セビエ,,セビエ,こおりビレポケモン,17.0,0.5,ドラゴン,こおり,ねつこうかん,アイスボディ,,9,65,75,45,35,45,55
0997-000,997,0,セゴール,,セゴール,こおりビレポケモン,30.0,0.8,ドラゴン,こおり,ねつこうかん,アイスボディ,,9,90,95,66,45,65,62
0998-000,998,0,セグレイブ,,セグレイブ,ひょうりゅうポケモン,210.0,2.1,ドラゴン,こおり,ねつこうかん,アイスボディ,,9,115,145,92,75,86,87
0999-000,999,0,コレクレー,はこフォルム,コレクレー(はこ),たからばこポケモン,5.0,0.3,ゴースト,,びびり,,,9,45,30,70,75,70,10
0999-001,999,1,コレクレー,とほフォルム,コレクレー(とほ),たからさがしポケモン,0.1,0.1,ゴースト,,にげあし,,,9,45,30,25,75,45,80
1000-000,1000,0,サーフゴー,,サーフゴー,たからものポケモン,30.0,1.2,はがね,ゴースト,おうごんのからだ,,,9,87,60,95,133,91,84
1001-000,1001,0,チオンジェン,,チオンジェン,さいやくポケモン,74.2,1.5,あく,くさ,わざわいのおふだ,,,9,85,85,100,95,135,70
1002-000,1002,0,パオジアン,,パオジアン,さいやくポケモン,152.2,1.9,あく,こおり,わざわいのつるぎ,,,9,80,120,80,90,65,135
1003-000,1003,0,ディンルー,,ディンルー,さいやくポケモン,699.7,2.7,あく,じめん,わざわいのうつわ,,,9,155,110,125,55,80,45
1004-000,1004,0,イーユイ,,イーユイ,さいやくポケモン,4.9,0.4,あく,ほのお,わざわいのたま,,,9,55,80,80,135,120,100
1005-000,1005,0,トドロクツキ,,トドロクツキ,パラドックスポケモン,380.0,2.0,ドラゴン,あく,こだいかっせい,,,9,105,139,71,55,101,119
1006-000,1006,0,テツノブジン,,テツノブジン,パラドックスポケモン,35.0,1.4,フェアリー,かくとう,クォークチャージ,,,9,74,130,90,120,60,116
1007-000,1007,0,コライドン,,コライドン,パラドックスポケモン,303.0,2.5,かくとう,ドラゴン,ひひいろのこどう,,,9,100,135,115,85,100,135
1008-000,1008,0,ミライドン,,ミライドン,パラドックスポケモン,240.0,3.5,でんき,ドラゴン,ハドロンエンジン,,,9,100,85,100,135,115,135
1009-000,1009,0,ウネルミナモ,,ウネルミナモ,パラドックスポケモン,280.0,3.5,みず,ドラゴン,こだいかっせい,,,9,99,83,91,125,83,109
1010-000,1010,0,テツノイサハ,,テツノイサハ,パラドックスポケモン,125.0,1.5,くさ,エスパー,クォークチャージ,,,9,90,130,88,70,108,104
1011-000,1011,0,カミッチュ,,カミッチュ,りんごあめポケモン,4.4,0.4,くさ,ドラゴン,かんろなミツ,くいしんぼう,ねんちゃく,9,80,80,110,95,80,40
1012-000,1012,0,チャデス,マガイモノのすがた,チャデス,まっちゃポケモン,1.1,0.1,くさ,ゴースト,おもてなし,たいねつ,,9,40,45,45,74,54,50
1013-000,1013,0,ヤバソチャ,ボンサクのすがた,ヤバソチャ,まっちゃポケモン,2.2,0.2,くさ,ゴースト,おもてなし,たいねつ,,9,71,60,106,121,80,70
1014-000,1014,0,イイネイヌ,,イイネイヌ,けらいポケモン,92.2,1.8,どく,かくとう,どくのくさり,ばんけん,,9,88,128,115,58,86,80
1015-000,1015,0,マシマシラ,,マシマシラ,けらいポケモン,12.2,1.0,どく,エスパー,どくのくさり,おみとおし,,9,88,75,66,130,90,106
1016-000,1016,0,キチキギス,,キチキギス,けらいポケモン,30.1,1.4,どく,フェアリー,どくのくさり,テクニシャン,,9,88,91,82,70,125,99
1017-000,1017,0,オーガポン,みどりのめん,オーガポン(みどり),おめんポケモン,39.8,1.2,くさ,,まけんき,,,9,80,120,84,60,96,110
1017-001,1017,1,オーガポン,いどのめん,オーガポン(いど),おめんポケモン,39.8,1.2,くさ,みず,ちょすい,,,9,80,120,84,60,96,110
1017-002,1017,2,オーガポン,かまどのめん,オーガポン(かまど),おめんポケモン,39.8,1.2,くさ,ほのお,かたやぶり,,,9,80,120,84,60,96,110
1017-003,1017,3,オーガポン,いしずえのめん,オーガポン(いしずえ),おめんポケモン,39.8,1.2,くさ,いわ,がんじょう,,,9,80,120,84,60,96,110
1018-000,1018,0,ブリジュラス,,ブリジュラス,ごうきんポケモン,60.0,2.0,はがね,ドラゴン,じきゅうりょく,がんじょう,すじがねいり,9,90,105,130,125,65,85
1019-000,1019,0,カミツオロチ,,カミツオロチ,りんごオロチポケモン,93.0,1.8,くさ,ドラゴン,かんろなミツ,さいせいりょく,ねんちゃく,9,106,80,110,120,80,44
1020-000,1020,0,ウガツホムラ,,ウガツホムラ,パラドックスポケモン,590.0,3.5,ほのお,ドラゴン,こだいかっせい,,,9,105,115,121,65,93,91
1021-000,1021,0,タケルライコ,,タケルライコ,パラドックスポケモン,480.0,5.2,でんき,ドラゴン,こだいかっせい,,,9,125,73,91,137,89,75
1022-000,1022,0,テツノイワオ,,テツノイワオ,パラドックスポケモン,162.5,1.5,いわ,エスパー,クォークチャージ,,,9,90,120,80,68,108,124
